candidate_id,library,source_object,category,motion_types,joint_count,body_count
7074,partnet_mobility,7074,Clock,revolute,3,4
7078,partnet_mobility,7078,Clock,revolute,4,5
7104,partnet_mobility,7104,Clock,revolute,4,5
7111,partnet_mobility,7111,Clock,revolute,4,5
7119,partnet_mobility,7119,Microwave,revolute,3,4
7120,partnet_mobility,7120,Oven,revolute|prismatic,6,7
7128,partnet_mobility,7128,Microwave,revolute|prismatic,6,7
7130,partnet_mobility,7130,Oven,revolute,2,3
7138,partnet_mobility,7138,Oven,revolute,2,3
7167,partnet_mobility,7167,Microwave,revolute,4,5
7179,partnet_mobility,7179,Oven,revolute|prismatic,6,7
7187,partnet_mobility,7187,Oven,revolute,3,4
7201,partnet_mobility,7201,Oven,revolute|prismatic,6,7
7220,partnet_mobility,7220,Oven,revolute,3,4
7221,partnet_mobility,7221,Microwave,revolute,2,3
7236,partnet_mobility,7236,Microwave,revolute,2,3
7263,partnet_mobility,7263,Microwave,revolute|prismatic,20,21
7265,partnet_mobility,7265,Microwave,revolute|prismatic,21,22
7273,partnet_mobility,7273,Microwave,revolute,4,5
7290,partnet_mobility,7290,Oven,revolute,2,3
7292,partnet_mobility,7292,Microwave,revolute,2,3
7296,partnet_mobility,7296,Microwave,revolute,4,5
7304,partnet_mobility,7304,Microwave,revolute,2,3
7306,partnet_mobility,7306,Microwave,revolute,2,3
7310,partnet_mobility,7310,Microwave,revolute,2,3
7320,partnet_mobility,7320,Microwave,revolute,2,3
7332,partnet_mobility,7332,Oven,revolute|prismatic,6,7
7347,partnet_mobility,7347,Oven,revolute|prismatic,6,7
7349,partnet_mobility,7349,Microwave,revolute|prismatic,5,6
7366,partnet_mobility,7366,Microwave,revolute|prismatic,4,5
7619,partnet_mobility,7619,Keyboard,prismatic,116,117
8736,partnet_mobility,8736,Bottle,prismatic,2,3
8848,partnet_mobility,8848,Bottle,prismatic,2,3
8867,partnet_mobility,8867,Door,revolute,3,4
8877,partnet_mobility,8877,Door,revolute,3,4
8893,partnet_mobility,8893,Door,revolute,3,4
8897,partnet_mobility,8897,Door,revolute,3,4
8903,partnet_mobility,8903,Door,revolute,3,4
8919,partnet_mobility,8919,Door,revolute,3,4
8930,partnet_mobility,8930,Door,revolute,5,6
8936,partnet_mobility,8936,Door,revolute,3,4
8961,partnet_mobility,8961,Door,revolute,3,4
8966,partnet_mobility,8966,Door,revolute,3,4
8983,partnet_mobility,8983,Door,revolute,2,3
8994,partnet_mobility,8994,Door,revolute,3,4
8997,partnet_mobility,8997,Door,revolute,3,4
9003,partnet_mobility,9003,Door,revolute,3,4
9016,partnet_mobility,9016,Door,revolute,3,4
9032,partnet_mobility,9032,Door,prismatic,2,3
9035,partnet_mobility,9035,Door,revolute,3,4
9041,partnet_mobility,9041,Door,revolute,2,3
9065,partnet_mobility,9065,Door,revolute,3,4
9070,partnet_mobility,9070,Door,revolute,2,3
9107,partnet_mobility,9107,Door,revolute,2,3
9117,partnet_mobility,9117,Door,revolute,3,4
9127,partnet_mobility,9127,Door,revolute,3,4
9128,partnet_mobility,9128,Door,revolute,3,4
9148,partnet_mobility,9148,Door,revolute,3,4
9164,partnet_mobility,9164,Door,revolute,3,4
9168,partnet_mobility,9168,Door,revolute,3,4
9263,partnet_mobility,9263,Door,revolute,3,4
9277,partnet_mobility,9277,Door,revolute,3,4
9280,partnet_mobility,9280,Door,revolute,3,4
9281,partnet_mobility,9281,Door,revolute,3,4
9288,partnet_mobility,9288,Door,revolute,3,4
9386,partnet_mobility,9386,Door,revolute,2,3
9388,partnet_mobility,9388,Door,revolute,2,3
9393,partnet_mobility,9393,Door,revolute,3,4
9410,partnet_mobility,9410,Door,revolute,3,4
9748,partnet_mobility,9748,Laptop,revolute,2,3
9912,partnet_mobility,9912,Laptop,revolute,2,3
9960,partnet_mobility,9960,Laptop,revolute,2,3
9968,partnet_mobility,9968,Laptop,revolute,2,3
9987,partnet_mobility,9987,Laptop,revolute,2,3
9992,partnet_mobility,9992,Laptop,revolute,2,3
9996,partnet_mobility,9996,Laptop,revolute,2,3
10036,partnet_mobility,10036,Refrigerator,revolute,3,4
10040,partnet_mobility,10040,Laptop,revolute,2,3
10068,partnet_mobility,10068,Refrigerator,revolute,3,4
10098,partnet_mobility,10098,Laptop,revolute,2,3
10101,partnet_mobility,10101,Laptop,revolute,2,3
10108,partnet_mobility,10108,Laptop,revolute,2,3
10125,partnet_mobility,10125,Laptop,revolute,2,3
10143,partnet_mobility,10143,Refrigerator,revolute,3,4
10144,partnet_mobility,10144,Refrigerator,revolute,2,3
10211,partnet_mobility,10211,Laptop,revolute,2,3
10213,partnet_mobility,10213,Laptop,revolute,2,3
10238,partnet_mobility,10238,Laptop,revolute,2,3
10239,partnet_mobility,10239,Laptop,revolute,2,3
10243,partnet_mobility,10243,Laptop,revolute,2,3
10248,partnet_mobility,10248,Laptop,revolute,2,3
10269,partnet_mobility,10269,Laptop,revolute,2,3
10270,partnet_mobility,10270,Laptop,revolute,2,3
10280,partnet_mobility,10280,Laptop,revolute,2,3
10289,partnet_mobility,10289,Laptop,revolute,2,3
10305,partnet_mobility,10305,Laptop,revolute,2,3
10306,partnet_mobility,10306,Laptop,revolute,2,3
10347,partnet_mobility,10347,Refrigerator,revolute,3,4
10356,partnet_mobility,10356,Laptop,revolute,2,3
10357,partnet_mobility,10357,TrashCan,revolute,2,3
10373,partnet_mobility,10373,Refrigerator,revolute,2,3
10383,partnet_mobility,10383,Laptop,revolute,2,3
10449,partnet_mobility,10449,Scissors,revolute,2,3
10450,partnet_mobility,10450,Scissors,revolute,2,3
10489,partnet_mobility,10489,Refrigerator,revolute,3,4
10495,partnet_mobility,10495,Scissors,revolute,2,3
10499,partnet_mobility,10499,Scissors,revolute,2,3
10502,partnet_mobility,10502,Scissors,revolute,2,3
10537,partnet_mobility,10537,Scissors,revolute,2,3
10557,partnet_mobility,10557,Scissors,revolute,2,3
10558,partnet_mobility,10558,Scissors,revolute,2,3
10559,partnet_mobility,10559,Scissors,revolute,2,3
10561,partnet_mobility,10561,Scissors,revolute,2,3
10562,partnet_mobility,10562,Scissors,revolute,2,3
10564,partnet_mobility,10564,Scissors,revolute,2,3
10567,partnet_mobility,10567,Scissors,revolute,2,3
10569,partnet_mobility,10569,Scissors,revolute,2,3
10584,partnet_mobility,10584,TrashCan,revolute,3,4
10586,partnet_mobility,10586,Refrigerator,revolute,3,4
10612,partnet_mobility,10612,Refrigerator,revolute,3,4
10620,partnet_mobility,10620,Refrigerator,revolute,3,4
10622,partnet_mobility,10622,Scissors,revolute,2,3
10626,partnet_mobility,10626,Laptop,revolute,2,3
10627,partnet_mobility,10627,Refrigerator,revolute,3,4
10638,partnet_mobility,10638,Refrigerator,revolute,3,4
10655,partnet_mobility,10655,Refrigerator,revolute,3,4
10685,partnet_mobility,10685,Refrigerator,revolute,3,4
10686,partnet_mobility,10686,Scissors,revolute,2,3
10697,partnet_mobility,10697,Laptop,revolute,2,3
10707,partnet_mobility,10707,Laptop,revolute,2,3
10751,partnet_mobility,10751,Refrigerator,revolute,3,4
10797,partnet_mobility,10797,Refrigerator,revolute,2,3
10844,partnet_mobility,10844,Scissors,revolute,2,3
10849,partnet_mobility,10849,Refrigerator,revolute,2,3
10867,partnet_mobility,10867,Refrigerator,revolute,3,4
10885,partnet_mobility,10885,Laptop,revolute,2,3
10889,partnet_mobility,10889,Scissors,revolute,2,3
10893,partnet_mobility,10893,Scissors,revolute,2,3
10894,partnet_mobility,10894,Scissors,revolute,2,3
10895,partnet_mobility,10895,Scissors,revolute,2,3
10900,partnet_mobility,10900,Refrigerator,revolute,3,4
10902,partnet_mobility,10902,Scissors,revolute,2,3
10905,partnet_mobility,10905,Refrigerator,revolute,2,3
10907,partnet_mobility,10907,Scissors,revolute,2,3
10915,partnet_mobility,10915,Laptop,revolute,2,3
10944,partnet_mobility,10944,Refrigerator,revolute,2,3
10960,partnet_mobility,10960,Scissors,revolute,2,3
10962,partnet_mobility,10962,Scissors,revolute,2,3
10968,partnet_mobility,10968,Scissors,revolute,2,3
10973,partnet_mobility,10973,Scissors,revolute,2,3
10975,partnet_mobility,10975,Scissors,revolute,2,3
11013,partnet_mobility,11013,Scissors,revolute,2,3
11020,partnet_mobility,11020,Scissors,revolute,2,3
11021,partnet_mobility,11021,Scissors,revolute,2,3
11026,partnet_mobility,11026,Scissors,revolute,2,3
11028,partnet_mobility,11028,Scissors,revolute,2,3
11029,partnet_mobility,11029,Scissors,revolute,2,3
11030,partnet_mobility,11030,Laptop,revolute,2,3
11036,partnet_mobility,11036,Scissors,revolute,2,3
11040,partnet_mobility,11040,Scissors,revolute,2,3
11047,partnet_mobility,11047,Scissors,revolute,2,3
11052,partnet_mobility,11052,Scissors,revolute,2,3
11075,partnet_mobility,11075,Laptop,revolute,2,3
11077,partnet_mobility,11077,Scissors,revolute,2,3
11080,partnet_mobility,11080,Scissors,revolute,2,3
11089,partnet_mobility,11089,Scissors,revolute,2,3
11099,partnet_mobility,11099,Scissors,revolute,2,3
11100,partnet_mobility,11100,Scissors,revolute,2,3
11103,partnet_mobility,11103,Scissors,revolute,2,3
11111,partnet_mobility,11111,Scissors,revolute,2,3
11113,partnet_mobility,11113,Scissors,revolute,2,3
11124,partnet_mobility,11124,TrashCan,revolute,2,3
11141,partnet_mobility,11141,Laptop,revolute,2,3
11156,partnet_mobility,11156,Laptop,revolute,2,3
11178,partnet_mobility,11178,Refrigerator,revolute,3,4
11211,partnet_mobility,11211,Refrigerator,revolute,2,3
11229,partnet_mobility,11229,TrashCan,prismatic,2,3
11231,partnet_mobility,11231,Refrigerator,revolute,3,4
11242,partnet_mobility,11242,Laptop,revolute,2,3
11248,partnet_mobility,11248,Laptop,revolute,2,3
11259,partnet_mobility,11259,TrashCan,prismatic,2,3
11279,partnet_mobility,11279,TrashCan,revolute,6,7
11299,partnet_mobility,11299,Refrigerator,revolute,3,4
11304,partnet_mobility,11304,Refrigerator,revolute,3,4
11361,partnet_mobility,11361,TrashCan,revolute,4,5
11395,partnet_mobility,11395,Laptop,revolute,2,3
11405,partnet_mobility,11405,Laptop,revolute,2,3
11406,partnet_mobility,11406,Laptop,revolute,2,3
11429,partnet_mobility,11429,Laptop,revolute,2,3
11477,partnet_mobility,11477,Laptop,revolute,2,3
11550,partnet_mobility,11550,Refrigerator,revolute,3,4
11581,partnet_mobility,11581,Laptop,revolute,2,3
11586,partnet_mobility,11586,Laptop,revolute,2,3
11622,partnet_mobility,11622,Dishwasher,revolute,2,3
11661,partnet_mobility,11661,Dishwasher,revolute,2,3
11691,partnet_mobility,11691,Laptop,revolute,2,3
11700,partnet_mobility,11700,Dishwasher,revolute,2,3
11709,partnet_mobility,11709,Refrigerator,revolute,4,5
11712,partnet_mobility,11712,Refrigerator,revolute,3,4
11778,partnet_mobility,11778,Laptop,revolute,2,3
11818,partnet_mobility,11818,TrashCan,prismatic,2,3
11826,partnet_mobility,11826,Dishwasher,revolute|prismatic,4,5
11846,partnet_mobility,11846,Refrigerator,revolute,3,4
11854,partnet_mobility,11854,Laptop,revolute,2,3
11876,partnet_mobility,11876,Laptop,revolute,2,3
11887,partnet_mobility,11887,Dishwasher,revolute,2,3
11888,partnet_mobility,11888,Laptop,revolute,2,3
11945,partnet_mobility,11945,Laptop,revolute,2,3
11951,partnet_mobility,11951,TrashCan,revolute,2,3
12036,partnet_mobility,12036,Refrigerator,revolute,3,4
12038,partnet_mobility,12038,Refrigerator,revolute,2,3
12042,partnet_mobility,12042,Refrigerator,revolute,2,3
12043,partnet_mobility,12043,Refrigerator,revolute,3,4
12050,partnet_mobility,12050,Refrigerator,revolute,3,4
12054,partnet_mobility,12054,Refrigerator,revolute,2,3
12055,partnet_mobility,12055,Refrigerator,revolute,2,3
12059,partnet_mobility,12059,Refrigerator,revolute,3,4
12065,partnet_mobility,12065,Dishwasher,revolute|prismatic,5,6
12066,partnet_mobility,12066,Refrigerator,revolute,3,4
12073,partnet_mobility,12073,Laptop,revolute,2,3
12085,partnet_mobility,12085,Dishwasher,prismatic,2,3
12092,partnet_mobility,12092,Dishwasher,revolute,2,3
12231,partnet_mobility,12231,TrashCan,prismatic,2,3
12248,partnet_mobility,12248,Refrigerator,revolute,3,4
12249,partnet_mobility,12249,Refrigerator,revolute,2,3
12250,partnet_mobility,12250,Refrigerator,revolute,2,3
12252,partnet_mobility,12252,Refrigerator,revolute,2,3
12259,partnet_mobility,12259,Dishwasher,revolute,2,3
12289,partnet_mobility,12289,TrashCan,prismatic,2,3
12349,partnet_mobility,12349,Dishwasher,revolute|prismatic,4,5
12414,partnet_mobility,12414,Dishwasher,revolute,2,3
12428,partnet_mobility,12428,Dishwasher,revolute|prismatic,6,7
12445,partnet_mobility,12445,TrashCan,revolute,2,3
12447,partnet_mobility,12447,TrashCan,revolute,3,4
12477,partnet_mobility,12477,TrashCan,revolute,2,3
12480,partnet_mobility,12480,Dishwasher,revolute,2,3
12483,partnet_mobility,12483,TrashCan,revolute,3,4
12484,partnet_mobility,12484,Dishwasher,revolute|prismatic,5,6
12530,partnet_mobility,12530,Dishwasher,revolute,2,3
12531,partnet_mobility,12531,Dishwasher,revolute,2,3
12536,partnet_mobility,12536,Dishwasher,revolute,2,3
12540,partnet_mobility,12540,Dishwasher,revolute,2,3
12543,partnet_mobility,12543,Dishwasher,revolute,2,3
12552,partnet_mobility,12552,Dishwasher,revolute,2,3
12553,partnet_mobility,12553,Dishwasher,revolute|prismatic,3,4
12558,partnet_mobility,12558,Dishwasher,revolute,2,3
12559,partnet_mobility,12559,Dishwasher,revolute,2,3
12560,partnet_mobility,12560,Dishwasher,revolute,2,3
12561,partnet_mobility,12561,Dishwasher,revolute,2,3
12562,partnet_mobility,12562,Dishwasher,revolute,2,3
12563,partnet_mobility,12563,Dishwasher,revolute,2,3
12565,partnet_mobility,12565,Dishwasher,revolute,2,3
12578,partnet_mobility,12578,Dishwasher,revolute,2,3
12579,partnet_mobility,12579,Dishwasher,revolute,2,3
12580,partnet_mobility,12580,Dishwasher,revolute,2,3
12583,partnet_mobility,12583,Dishwasher,revolute,2,3
12584,partnet_mobility,12584,Dishwasher,revolute,2,3
12587,partnet_mobility,12587,Dishwasher,revolute,2,3
12590,partnet_mobility,12590,Dishwasher,revolute,2,3
12592,partnet_mobility,12592,Dishwasher,revolute,2,3
12594,partnet_mobility,12594,Dishwasher,revolute,2,3
12596,partnet_mobility,12596,Dishwasher,revolute,2,3
12597,partnet_mobility,12597,Dishwasher,revolute,3,4
12605,partnet_mobility,12605,Dishwasher,revolute,2,3
12606,partnet_mobility,12606,Dishwasher,revolute,2,3
12614,partnet_mobility,12614,Dishwasher,revolute,2,3
12617,partnet_mobility,12617,Dishwasher,revolute,2,3
12621,partnet_mobility,12621,Dishwasher,revolute,2,3
12654,partnet_mobility,12654,Dishwasher,revolute,2,3
12727,partnet_mobility,12727,Keyboard,prismatic,78,79
12738,partnet_mobility,12738,Keyboard,prismatic,104,105
12829,partnet_mobility,12829,Keyboard,prismatic,86,87
12834,partnet_mobility,12834,Keyboard,prismatic,110,111
12836,partnet_mobility,12836,Keyboard,prismatic,106,107
12838,partnet_mobility,12838,Keyboard,prismatic,102,103
12851,partnet_mobility,12851,Keyboard,prismatic,106,107
12880,partnet_mobility,12880,Keyboard,prismatic,116,117
12886,partnet_mobility,12886,Keyboard,revolute|prismatic,107,108
12902,partnet_mobility,12902,Keyboard,prismatic,79,80
